split,file,token_count,semantic_token_count,unknown_semantic_token_count,class_count_nonzero,window_size,window_count,text_element_count,viewbox_min_x,viewbox_min_y,viewbox_width,viewbox_height,tag_circle,tag_ellipse,tag_line,tag_path,tag_polygon,tag_polyline,tag_rect
train,0010-0026.svg,665,599,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,665,0,0,0
train,0010-0028.svg,512,322,0,6,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,506,0,0,0
train,0010-0029.svg,156,17,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,153,0,0,0
train,0010-0035.svg,648,308,0,4,2048,1,0,0.0,0.0,140.0,140.0,3,12,0,633,0,0,0
train,0010-0044.svg,849,412,0,9,2048,1,0,0.0,0.0,140.0,140.0,2,4,0,843,0,0,0
train,0010-0045.svg,708,373,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,706,0,0,0
train,0010-0046.svg,427,123,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,424,0,0,0
train,0010-0053.svg,571,280,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,569,0,0,0
train,0010-0054.svg,306,42,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,305,0,0,0
train,0011-0000.svg,286,52,0,2,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,283,0,0,0
train,0011-0002.svg,456,271,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,456,0,0,0
train,0011-0003.svg,392,144,0,7,2048,1,0,0.0,0.0,140.0,140.0,11,0,0,381,0,0,0
train,0011-0005.svg,497,174,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,496,0,0,0
train,0011-0008.svg,324,99,0,4,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,320,0,0,0
train,0011-0017.svg,875,399,0,7,2048,1,0,0.0,0.0,140.0,140.0,19,0,0,856,0,0,0
train,0011-0019.svg,100,9,0,2,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,99,0,0,0
train,0011-0024.svg,166,59,0,3,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,160,0,0,0
train,0011-0025.svg,181,49,0,3,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,179,0,0,0
train,0011-0043.svg,2252,1715,0,11,2048,2,0,0.0,0.0,140.0,140.0,15,48,0,2189,0,0,0
train,0011-0044.svg,768,416,0,8,2048,1,0,0.0,0.0,140.0,140.0,0,4,0,764,0,0,0
train,0011-0053.svg,582,305,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,580,0,0,0
train,0011-0055.svg,208,74,0,2,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,206,0,0,0
train,0011-0063.svg,44,4,0,1,2048,1,0,0.0,0.0,140.0,140.0,10,0,0,34,0,0,0
train,0012-0004.svg,672,242,0,7,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,667,0,0,0
train,0012-0007.svg,907,139,0,4,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,892,0,0,0
train,0012-0010.svg,569,236,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,566,0,0,0
train,0012-0021.svg,318,103,0,4,2048,1,0,0.0,0.0,140.0,140.0,17,0,0,301,0,0,0
train,0012-0022.svg,326,135,0,5,2048,1,0,0.0,0.0,140.0,140.0,8,0,0,318,0,0,0
train,0012-0030.svg,171,30,0,3,2048,1,0,0.0,0.0,140.0,140.0,12,0,0,159,0,0,0
train,0012-0031.svg,975,414,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,969,0,0,0
train,0012-0037.svg,795,212,0,5,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,786,0,0,0
train,0012-0038.svg,511,93,0,4,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,504,0,0,0
train,0013-0001.svg,585,114,0,4,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,579,0,0,0
train,0013-0005.svg,273,56,0,2,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,267,0,0,0
train,0013-0007.svg,727,128,0,4,2048,1,0,0.0,0.0,140.0,140.0,8,0,0,719,0,0,0
train,0013-0009.svg,774,432,0,9,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,770,0,0,0
train,0013-0013.svg,580,152,0,4,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,574,0,0,0
train,0013-0024.svg,498,114,0,4,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,489,0,0,0
train,0013-0031.svg,1013,604,0,7,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,1008,0,0,0
train,0013-0037.svg,197,15,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,197,0,0,0
train,0014-0005.svg,342,30,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,341,0,0,0
train,0014-0010.svg,438,231,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,438,0,0,0
train,0014-0016.svg,215,41,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,213,0,0,0
train,0014-0017.svg,262,57,0,4,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,259,0,0,0
train,0014-0022.svg,11460,4279,0,23,2048,6,0,0.0,0.0,140.0,140.0,93,1,0,11366,0,0,0
train,0014-0025.svg,518,267,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,518,0,0,0
train,0014-0026.svg,224,71,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,224,0,0,0
train,0014-0031.svg,858,395,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,858,0,0,0
train,0015-0001.svg,675,129,0,4,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,670,0,0,0
train,0015-0010.svg,569,231,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,566,0,0,0
train,0015-0031.svg,972,560,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,966,0,0,0
train,0015-0036.svg,511,112,0,5,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,506,0,0,0
train,0016-0004.svg,503,177,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,503,0,0,0
train,0016-0008.svg,446,206,0,5,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,441,0,0,0
train,0016-0009.svg,711,400,0,7,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,711,0,0,0
train,0016-0013.svg,506,138,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,506,0,0,0
train,0016-0036.svg,355,52,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,352,0,0,0
train,0016-0037.svg,581,353,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,581,0,0,0
train,0016-0038.svg,302,62,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,302,0,0,0
train,0016-0058.svg,164,76,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,162,0,0,0
train,0017-0007.svg,1192,646,0,14,2048,1,0,0.0,0.0,140.0,140.0,36,0,0,1156,0,0,0
train,0017-0011.svg,1513,929,0,14,2048,1,0,0.0,0.0,140.0,140.0,28,0,0,1485,0,0,0
train,0018-0005.svg,490,135,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,489,0,0,0
train,0018-0013.svg,817,599,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,816,0,0,0
train,0018-0016.svg,3383,3191,0,6,2048,2,0,0.0,0.0,140.0,140.0,0,0,0,3383,0,0,0
train,0018-0021.svg,914,12,0,1,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,899,0,0,0
train,0018-0026.svg,890,634,0,9,2048,1,0,0.0,0.0,140.0,140.0,4,12,0,874,0,0,0
train,0018-0029.svg,1057,778,0,3,2048,1,0,0.0,0.0,140.0,140.0,19,0,0,1038,0,0,0
train,0018-0031.svg,933,572,0,10,2048,1,0,0.0,0.0,140.0,140.0,10,0,0,923,0,0,0
train,0018-0036.svg,719,374,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,12,0,705,0,0,0
train,0018-0037.svg,254,34,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,253,0,0,0
train,0018-0045.svg,691,284,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,691,0,0,0
train,0019-0001.svg,614,155,0,5,2048,1,0,0.0,0.0,140.0,140.0,11,0,0,603,0,0,0
train,0019-0004.svg,584,173,0,4,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,577,0,0,0
train,0019-0017.svg,988,885,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,985,0,0,0
train,0019-0022.svg,941,364,0,6,2048,1,0,0.0,0.0,140.0,140.0,34,0,0,907,0,0,0
train,0019-0024.svg,543,109,0,4,2048,1,0,0.0,0.0,140.0,140.0,14,0,0,529,0,0,0
train,0019-0027.svg,534,293,0,6,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,528,0,0,0
train,0019-0032.svg,437,122,0,4,2048,1,0,0.0,0.0,140.0,140.0,10,0,0,427,0,0,0
train,0020-0001.svg,675,197,0,3,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,670,0,0,0
train,0020-0003.svg,378,73,0,3,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,369,0,0,0
train,0020-0007.svg,816,165,0,6,2048,1,0,0.0,0.0,140.0,140.0,48,0,0,768,0,0,0
train,0020-0009.svg,694,384,0,8,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,690,0,0,0
train,0020-0010.svg,567,230,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,564,0,0,0
train,0020-0012.svg,1040,120,0,3,2048,1,0,0.0,0.0,140.0,140.0,80,0,0,960,0,0,0
train,0020-0013.svg,915,384,0,8,2048,1,0,0.0,0.0,140.0,140.0,35,0,0,880,0,0,0
train,0020-0019.svg,714,204,0,5,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,710,0,0,0
train,0020-0022.svg,764,142,0,5,2048,1,0,0.0,0.0,140.0,140.0,46,0,0,718,0,0,0
train,0020-0025.svg,856,386,0,6,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,852,0,0,0
train,0020-0028.svg,404,214,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,401,0,0,0
train,0020-0030.svg,475,94,0,4,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,468,0,0,0
train,0020-0031.svg,972,426,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,966,0,0,0
train,0021-0004.svg,423,237,0,8,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,416,0,0,0
train,0021-0007.svg,971,335,0,3,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,956,0,0,0
train,0021-0008.svg,762,69,0,3,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,747,0,0,0
train,0021-0010.svg,202,105,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,200,0,0,0
train,0021-0015.svg,303,70,0,5,2048,1,0,0.0,0.0,140.0,140.0,8,0,0,295,0,0,0
train,0021-0020.svg,457,111,0,5,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,448,0,0,0
train,0021-0025.svg,896,383,0,5,2048,1,0,0.0,0.0,140.0,140.0,17,0,0,879,0,0,0
train,0021-0031.svg,975,414,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,969,0,0,0
train,0022-0001.svg,439,180,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,439,0,0,0
train,0022-0004.svg,2015,908,0,10,2048,1,0,0.0,0.0,140.0,140.0,14,12,0,1989,0,0,0
train,0022-0005.svg,247,20,0,1,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,245,0,0,0
train,0022-0009.svg,233,13,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,233,0,0,0
train,0022-0010.svg,826,363,0,8,2048,1,0,0.0,0.0,140.0,140.0,4,6,0,816,0,0,0
train,0022-0017.svg,744,525,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,12,0,731,0,0,0
train,0022-0022.svg,108,5,0,1,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,106,0,0,0
train,0022-0053.svg,595,283,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,593,0,0,0
train,0023-0003.svg,225,122,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,219,0,0,0
train,0023-0004.svg,588,185,0,6,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,583,0,0,0
train,0023-0007.svg,756,127,0,4,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,750,0,0,0
train,0023-0013.svg,590,112,0,2,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,586,0,0,0
train,0023-0024.svg,508,111,0,4,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,502,0,0,0
train,0023-0031.svg,980,432,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,974,0,0,0
train,0024-0001.svg,477,318,0,8,2048,1,0,0.0,0.0,140.0,140.0,24,1,0,452,0,0,0
train,0024-0005.svg,281,41,0,3,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,275,0,0,0
train,0024-0008.svg,628,217,0,4,2048,1,0,0.0,0.0,140.0,140.0,13,0,0,615,0,0,0
train,0024-0009.svg,767,334,0,7,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,762,0,0,0
train,0024-0012.svg,430,265,0,6,2048,1,0,0.0,0.0,140.0,140.0,40,8,0,382,0,0,0
train,0024-0016.svg,323,55,0,5,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,319,0,0,0
train,0024-0024.svg,549,114,0,4,2048,1,0,0.0,0.0,140.0,140.0,12,0,0,537,0,0,0
train,0024-0025.svg,834,362,0,6,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,828,0,0,0
train,0024-0031.svg,982,574,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,976,0,0,0
train,0024-0032.svg,390,231,0,6,2048,1,0,0.0,0.0,140.0,140.0,42,8,0,340,0,0,0
train,0024-0036.svg,801,503,0,9,2048,1,0,0.0,0.0,140.0,140.0,31,2,0,768,0,0,0
train,0024-0037.svg,436,222,0,6,2048,1,0,0.0,0.0,140.0,140.0,15,2,0,419,0,0,0
train,0025-0001.svg,570,221,0,8,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,570,0,0,0
train,0025-0002.svg,501,174,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,499,0,0,0
train,0025-0010.svg,227,29,0,1,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,220,0,0,0
train,0025-0023.svg,640,138,0,6,2048,1,0,0.0,0.0,140.0,140.0,8,0,0,632,0,0,0
train,0025-0026.svg,1001,607,0,11,2048,1,0,0.0,0.0,140.0,140.0,8,12,0,981,0,0,0
train,0025-0028.svg,184,6,0,1,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,178,0,0,0
train,0025-0035.svg,497,95,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,496,0,0,0
train,0025-0037.svg,720,88,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,719,0,0,0
train,0025-0039.svg,163,19,0,2,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,160,0,0,0
train,0025-0040.svg,217,77,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,216,0,0,0
train,0025-0043.svg,1391,948,0,12,2048,1,0,0.0,0.0,140.0,140.0,8,24,0,1359,0,0,0
train,0025-0044.svg,771,398,0,9,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,769,0,0,0
train,0025-0045.svg,1408,798,0,8,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,1408,0,0,0
train,0025-0055.svg,424,39,0,2,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,419,0,0,0
train,0026-0002.svg,666,249,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,665,0,0,0
train,0026-0014.svg,625,136,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,622,0,0,0
train,0026-0016.svg,278,42,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,277,0,0,0
train,0026-0020.svg,465,136,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,465,0,0,0
train,0026-0025.svg,938,472,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,938,0,0,0
train,0026-0030.svg,251,42,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,248,0,0,0
train,0026-0043.svg,1207,586,0,12,2048,1,0,0.0,0.0,140.0,140.0,48,0,0,1159,0,0,0
train,0026-0044.svg,644,203,0,5,2048,1,0,0.0,0.0,140.0,140.0,14,0,0,630,0,0,0
train,0026-0046.svg,650,337,0,8,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,646,0,0,0
train,0027-0004.svg,555,249,0,7,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,549,0,0,0
train,0027-0008.svg,133,75,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,133,0,0,0
train,0027-0010.svg,160,98,0,6,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,157,0,0,0
train,0027-0012.svg,219,58,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,216,0,0,0
train,0027-0014.svg,926,567,0,10,2048,1,0,0.0,0.0,140.0,140.0,18,0,0,908,0,0,0
train,0027-0039.svg,139,109,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,139,0,0,0
train,0027-0044.svg,226,137,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,226,0,0,0
train,0027-0047.svg,35,8,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,35,0,0,0
train,0027-0052.svg,108,44,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,108,0,0,0
train,0027-0061.svg,34,16,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,34,0,0,0
train,0027-0064.svg,130,64,0,3,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,128,0,0,0
train,0027-0071.svg,641,391,0,7,2048,1,0,0.0,0.0,140.0,140.0,18,0,0,623,0,0,0
train,0027-0072.svg,811,688,0,8,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,807,0,0,0
train,0027-0073.svg,398,329,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,398,0,0,0
train,0027-0078.svg,202,35,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,202,0,0,0
train,0027-0085.svg,219,21,0,2,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,218,0,0,0
train,0028-0002.svg,248,51,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,247,0,0,0
train,0028-0004.svg,572,281,0,6,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,557,0,0,0
train,0028-0006.svg,2089,1595,0,16,2048,2,0,0.0,0.0,140.0,140.0,35,2,0,2052,0,0,0
train,0028-0007.svg,252,17,0,2,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,250,0,0,0
train,0028-0013.svg,2885,2579,0,19,2048,2,0,0.0,0.0,140.0,140.0,36,2,0,2847,0,0,0
train,0029-0002.svg,211,27,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,211,0,0,0
train,0029-0004.svg,544,273,0,6,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,529,0,0,0
train,0029-0005.svg,543,432,0,7,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,539,0,0,0
train,0029-0009.svg,849,708,0,7,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,849,0,0,0
train,0029-0010.svg,588,514,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,588,0,0,0
