split,file,semantic_elements,core_semantic_elements,core_instance_count_nonnegative,core_approx_svg_length_units,door_instance_count,window_instance_count,opening_symbol_instance_count,door_window_opening_instance_count,wall_semantic_elements,wall_length_proxy_units,curtain_wall_semantic_elements,curtain_wall_length_proxy_units,railing_semantic_elements,railing_length_proxy_units,stairs_instance_count,elevator_instance_count,escalator_instance_count,vertical_transport_instance_count,sanitary_fixture_instance_count,kitchen_equipment_instance_count,hvac_instance_count,cabinet_instance_count,parking_spot_semantic_elements,parking_spot_length_proxy_units,ffe_instance_count
train,0003-0045.svg,62,62,3,1713.424,1,0,0,1,24,575.766,8,560.0,2,280.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0004-0004.svg,952,707,35,2090.356,13,5,0,18,156,1422.607,0,0.0,9,85.194,0,0,0,0,15,0,0,2,0,0.0,8
train,0004-0014.svg,578,578,34,1930.181,11,4,0,15,58,796.698,0,0.0,0,0.0,1,0,0,1,18,0,0,0,0,0.0,0
train,0005-0004.svg,736,736,30,4609.809,15,4,0,19,214,1699.866,7,632.75,2,54.0,1,3,0,4,7,0,0,0,0,0.0,0
train,0006-0000.svg,54,54,0,1219.218,0,0,0,0,16,348.023,36,682.242,2,188.954,0,0,0,0,0,0,0,0,0,0.0,0
train,0006-0008.svg,56,56,2,1168.096,0,2,0,2,20,234.711,18,792.985,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0006-0013.svg,83,53,3,1116.873,3,0,0,3,20,287.515,3,420.0,4,161.0,0,0,0,0,0,0,0,0,0,0.0,6
train,0006-0018.svg,637,637,22,2211.404,11,0,0,11,120,1834.55,0,0.0,0,0.0,0,0,0,0,11,0,0,0,0,0.0,0
train,0006-0020.svg,979,30,3,390.236,3,0,0,3,17,338.296,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,128
train,0006-0032.svg,208,208,5,2545.218,3,0,0,3,74,988.605,89,1109.212,0,0.0,2,0,0,2,0,0,0,0,0,0.0,0
train,0006-0033.svg,159,159,2,3362.405,0,0,0,0,4,475.509,0,0.0,26,1680.91,2,0,0,2,0,0,0,0,0,0.0,0
train,0006-0034.svg,192,192,5,2404.182,4,0,0,4,121,1673.636,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0006-0038.svg,168,168,4,1329.759,3,1,0,4,49,779.177,84,283.44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0006-0039.svg,320,320,12,3396.213,8,0,0,8,168,1854.22,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0006-0043.svg,256,256,13,2265.653,10,0,0,10,155,1507.071,0,0.0,0,0.0,0,2,0,2,1,0,0,0,0,0.0,0
train,0006-0053.svg,288,288,11,4246.464,5,0,0,5,74,938.038,3,434.816,4,136.034,1,5,0,6,0,0,0,0,0,0.0,0
train,0006-0063.svg,87,87,5,1028.575,5,0,0,5,57,766.077,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0007-0004.svg,201,201,11,2519.725,8,3,0,11,129,1540.886,7,565.3,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0007-0008.svg,322,322,7,3757.157,0,3,0,3,195,1562.646,28,1490.028,0,0.0,0,2,0,2,0,0,0,2,0,0.0,0
train,0007-0009.svg,444,436,17,4937.837,9,2,0,11,158,1777.012,0,0.0,0,0.0,1,4,0,5,0,0,1,0,0,0.0,1
train,0007-0024.svg,153,153,8,1180.98,3,0,0,3,105,1023.497,0,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0.0,0
train,0007-0030.svg,74,74,3,1090.494,3,0,0,3,59,933.011,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0007-0031.svg,484,484,19,5098.72,10,2,3,15,222,2516.016,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0007-0032.svg,102,102,7,1777.975,3,4,0,7,59,957.0,8,595.496,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0007-0033.svg,77,77,6,504.484,0,6,0,6,42,225.795,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0007-0045.svg,381,187,9,2179.204,5,3,0,8,78,1050.695,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,11
train,0008-0003.svg,225,225,12,2935.694,6,4,0,10,101,1386.803,6,436.902,0,0.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0008-0009.svg,415,415,15,5228.579,9,1,0,10,145,1713.011,15,478.485,0,0.0,1,4,0,5,0,0,0,0,0,0.0,0
train,0008-0012.svg,2185,1525,60,3707.16,25,3,2,30,290,2055.453,0,0.0,2,32.0,0,2,0,2,8,2,3,15,0,0.0,25
train,0008-0022.svg,3831,2755,61,8465.692,20,8,6,34,1493,6669.372,0,0.0,54,168.154,0,2,0,2,5,4,5,11,0,0.0,31
train,0008-0024.svg,144,144,11,1982.806,3,4,0,7,51,665.495,30,1091.829,0,0.0,0,0,0,0,0,0,4,0,0,0.0,0
train,0008-0032.svg,5010,3755,50,5590.762,9,7,7,23,1171,4135.423,0,0.0,62,248.154,0,0,0,0,8,2,7,10,0,0.0,24
train,0008-0038.svg,170,170,5,2716.097,2,2,0,4,130,1759.325,14,627.781,2,190.005,0,0,0,0,0,0,0,1,0,0.0,0
train,0008-0042.svg,2997,2125,73,3766.944,23,7,9,39,431,1998.437,0,0.0,6,112.0,0,2,0,2,8,5,6,13,0,0.0,30
train,0008-0052.svg,3878,2894,59,7116.109,15,6,7,28,1440,5671.635,0,0.0,200,241.011,0,0,0,0,7,3,6,15,0,0.0,22
train,0009-0010.svg,254,254,11,2987.528,10,0,0,10,149,1985.491,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0009-0024.svg,91,91,3,1772.497,3,0,0,3,56,692.495,20,922.52,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0009-0032.svg,102,102,7,1777.975,3,4,0,7,59,957.0,8,595.496,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0009-0038.svg,91,91,5,1862.609,2,3,0,5,37,631.016,29,1075.607,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0010-0001.svg,175,175,8,2049.181,4,2,0,6,69,1197.661,0,0.0,0,0.0,1,1,0,2,0,0,0,0,0,0.0,0
train,0010-0013.svg,321,321,19,2669.625,9,4,0,13,168,1770.849,0,0.0,0,0.0,0,0,0,0,6,0,0,0,0,0.0,0
train,0010-0017.svg,400,400,11,1071.521,7,0,0,7,89,718.046,0,0.0,0,0.0,0,0,0,0,3,0,0,1,0,0.0,0
train,0010-0026.svg,599,599,18,4842.84,8,2,0,10,156,2196.174,0,0.0,0,0.0,0,8,0,8,0,0,0,0,0,0.0,0
train,0010-0028.svg,322,322,18,2669.623,9,4,0,13,167,1770.846,0,0.0,0,0.0,0,0,0,0,5,0,0,0,0,0.0,0
train,0010-0029.svg,17,17,1,1041.601,0,1,0,1,4,560.0,3,390.601,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0010-0035.svg,308,308,7,2475.185,5,0,0,5,118,2187.472,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0.0,0
train,0010-0044.svg,412,412,22,3827.923,14,2,0,16,183,1915.346,5,155.064,2,53.473,1,5,0,6,0,0,0,0,0,0.0,0
train,0010-0045.svg,373,373,18,3982.18,10,2,0,12,122,1364.958,0,0.0,0,0.0,1,5,0,6,0,0,0,0,0,0.0,0
train,0010-0046.svg,123,123,6,2145.451,4,0,0,4,55,1584.709,0,0.0,0,0.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0010-0053.svg,280,280,11,3350.459,4,1,0,5,78,933.037,0,0.0,0,0.0,1,5,0,6,0,0,0,0,0,0.0,0
train,0010-0054.svg,42,42,3,1055.462,2,1,0,3,17,317.636,3,434.816,2,170.084,0,0,0,0,0,0,0,0,0,0.0,0
train,0011-0000.svg,52,52,0,1029.264,0,0,0,0,16,347.023,36,682.242,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0011-0002.svg,271,271,14,3016.847,11,1,0,12,133,1668.073,0,0.0,0,0.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0011-0003.svg,144,144,14,476.671,5,3,0,8,22,210.109,0,0.0,0,0.0,1,0,0,1,5,0,0,0,0,0.0,0
train,0011-0005.svg,174,174,10,1695.929,9,0,0,9,61,619.496,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0011-0008.svg,99,99,2,660.906,0,1,0,1,70,487.447,0,0.0,13,97.6,0,0,0,0,0,0,0,1,0,0.0,0
train,0011-0017.svg,399,399,36,1673.744,14,7,0,21,74,845.392,11,480.0,0,0.0,0,0,0,0,15,0,0,0,0,0.0,0
train,0011-0019.svg,9,9,1,371.895,0,1,0,1,5,167.679,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0011-0024.svg,59,59,8,869.081,3,5,0,8,22,238.536,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0011-0025.svg,49,49,5,775.978,3,2,0,5,35,342.572,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0011-0043.svg,1715,1715,49,3929.857,19,2,0,21,151,1601.846,16,789.865,0,0.0,1,1,0,2,26,0,0,0,0,0.0,0
train,0011-0044.svg,416,416,20,3674.343,13,2,0,15,184,1774.607,5,155.064,0,0.0,1,4,0,5,0,0,0,0,0,0.0,0
train,0011-0053.svg,305,305,13,3978.237,6,1,0,7,78,931.672,3,434.816,0,0.0,1,5,0,6,0,0,0,0,0,0.0,0
train,0011-0055.svg,74,74,0,1302.93,0,0,0,0,58,460.597,16,842.333,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0011-0063.svg,4,4,0,254.518,0,0,0,0,4,254.518,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0012-0004.svg,242,242,13,2829.212,9,3,0,12,143,1714.482,4,560.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0012-0007.svg,139,139,8,2603.184,3,5,0,8,74,1169.101,25,1191.35,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0012-0010.svg,236,236,10,2798.466,8,1,0,9,129,1905.931,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0012-0021.svg,103,103,9,997.799,2,6,0,8,51,476.323,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0
train,0012-0022.svg,135,135,7,1403.395,3,3,0,6,83,601.217,15,464.98,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0012-0030.svg,30,30,2,1103.97,0,1,0,1,0,0.0,11,836.97,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0012-0031.svg,414,414,18,4026.597,12,2,0,14,213,2407.45,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0012-0037.svg,212,212,11,2739.063,9,2,0,11,151,1677.866,4,560.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0012-0038.svg,93,93,7,1818.101,3,4,0,7,45,636.45,13,956.173,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0013-0001.svg,114,114,8,2072.011,4,4,0,8,55,838.995,20,984.984,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0013-0005.svg,56,56,4,430.987,0,0,0,0,30,430.987,0,0.0,0,0.0,0,0,0,0,0,0,0,4,0,0.0,0
train,0013-0007.svg,128,128,9,2660.294,3,6,0,9,74,1452.057,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0013-0009.svg,432,432,17,5218.837,9,1,0,10,148,1724.518,15,457.236,0,0.0,1,4,0,5,0,0,2,0,0,0.0,0
train,0013-0013.svg,152,152,11,2268.272,6,5,0,11,81,1218.083,17,705.114,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0013-0024.svg,114,114,7,1988.378,3,4,0,7,56,692.496,23,1070.4,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0013-0031.svg,604,604,18,6525.066,12,2,0,14,347,4014.998,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0013-0037.svg,15,15,1,179.714,1,0,0,1,10,131.992,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0014-0005.svg,30,30,2,927.193,1,1,0,2,3,220.977,12,579.861,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0014-0010.svg,231,231,7,2303.09,5,0,0,5,160,1681.011,0,0.0,0,0.0,2,0,0,2,0,0,0,0,0,0.0,0
train,0014-0016.svg,41,41,4,1045.323,2,2,0,4,6,260.618,5,532.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0014-0017.svg,57,57,2,1002.738,1,1,0,2,21,347.241,9,517.062,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0014-0022.svg,4279,3220,65,8609.864,21,6,7,34,1511,6765.498,5,59.0,58,213.0,0,2,0,2,7,4,7,11,0,0.0,33
train,0014-0025.svg,267,267,12,3616.067,6,1,0,7,122,1744.17,0,0.0,0,0.0,0,5,0,5,0,0,0,0,0,0.0,0
train,0014-0026.svg,71,71,7,1777.463,4,2,1,7,13,607.0,8,772.023,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0014-0031.svg,395,395,15,4456.432,10,1,0,11,0,0.0,0,0.0,164,1998.998,1,3,0,4,0,0,0,0,0,0.0,0
train,0015-0001.svg,129,129,9,2380.877,4,5,0,9,65,891.541,20,1224.303,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0015-0010.svg,231,231,10,2758.998,8,1,0,9,123,1851.964,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0015-0031.svg,560,560,20,5474.496,11,2,0,13,355,4033.431,0,0.0,0,0.0,2,1,0,3,0,0,0,4,0,0.0,0
train,0015-0036.svg,112,112,9,1758.124,3,3,0,6,48,623.448,13,926.193,0,0.0,0,0,0,0,0,0,3,0,0,0.0,0
train,0016-0004.svg,177,177,9,1788.47,8,1,0,9,121,1408.381,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0016-0008.svg,206,206,9,1411.571,1,2,0,3,113,782.456,0,0.0,0,0.0,0,2,0,2,0,0,0,4,0,0.0,0
train,0016-0009.svg,400,400,15,4750.096,9,1,0,10,145,1713.013,0,0.0,0,0.0,1,4,0,5,0,0,0,0,0,0.0,0
train,0016-0013.svg,138,138,11,1551.073,6,5,0,11,84,1205.999,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0016-0036.svg,52,52,2,924.517,2,0,0,2,40,739.529,0,0.0,2,80.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0016-0037.svg,353,353,7,3409.007,6,0,0,6,305,2954.969,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0016-0038.svg,62,62,4,959.497,2,2,0,4,42,820.511,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0016-0058.svg,76,76,2,1314.971,1,0,0,1,20,360.358,4,160.216,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0017-0007.svg,646,646,32,2783.865,13,1,2,16,198,1624.45,0,0.0,60,201.597,2,1,0,3,10,2,0,1,0,0.0,0
train,0017-0011.svg,929,929,31,3477.134,11,2,0,13,197,1833.892,0,0.0,295,521.874,2,1,0,3,8,4,2,1,0,0.0,0
train,0018-0005.svg,135,135,7,1745.437,5,0,1,6,35,380.5,13,776.297,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0018-0013.svg,599,111,10,947.586,1,7,0,8,41,424.0,0,0.0,16,77.588,0,0,0,0,0,0,0,2,0,0.0,2
train,0018-0016.svg,3191,268,30,2050.133,10,8,0,18,132,1259.945,0,0.0,0,0.0,0,0,0,0,0,0,0,12,0,0.0,12
train,0018-0021.svg,12,12,0,308.349,0,0,0,0,0,0.0,12,308.349,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0018-0026.svg,634,634,21,3683.395,12,0,0,12,140,1928.357,0,0.0,0,0.0,2,1,0,3,6,0,0,0,0,0.0,0
train,0018-0029.svg,778,778,3,987.484,3,0,0,3,0,0.0,3,241.826,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0018-0031.svg,572,572,33,2394.59,16,7,0,23,99,1152.255,4,208.0,52,53.195,0,0,0,0,10,0,0,0,0,0.0,0
train,0018-0036.svg,374,374,10,1543.26,6,0,0,6,67,1150.985,0,0.0,0,0.0,1,0,0,1,3,0,0,0,0,0.0,0
train,0018-0037.svg,34,34,1,809.525,0,0,0,0,6,105.166,6,446.88,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0018-0045.svg,284,284,10,3792.169,3,0,0,3,105,1141.136,0,0.0,0,0.0,2,5,0,7,0,0,0,0,0,0.0,0
train,0019-0001.svg,155,155,14,2231.392,4,4,0,8,55,838.995,23,1144.364,0,0.0,0,0,0,0,0,0,6,0,0,0.0,0
train,0019-0004.svg,173,173,9,1759.488,8,1,0,9,117,1379.389,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0019-0017.svg,885,111,6,847.881,2,4,0,6,79,593.129,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,128
train,0019-0022.svg,364,129,8,1157.181,5,3,0,8,84,797.069,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,38
train,0019-0024.svg,109,109,7,1850.494,3,4,0,7,56,692.495,18,932.516,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0019-0027.svg,293,213,9,2191.091,3,3,2,8,84,649.659,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0019-0032.svg,122,122,7,1866.478,3,4,0,7,83,1081.0,4,560.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0020-0001.svg,197,197,9,1934.267,4,0,0,4,143,1754.234,0,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0.0,0
train,0020-0003.svg,73,73,7,439.763,1,6,0,7,42,246.5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0020-0007.svg,165,165,11,1568.318,4,7,0,11,70,625.116,0,0.0,6,222.001,0,0,0,0,0,0,0,0,0,0.0,0
train,0020-0009.svg,384,384,15,4465.313,9,1,0,10,175,1848.494,20,704.229,0,0.0,1,4,0,5,0,0,0,0,0,0.0,0
train,0020-0010.svg,230,230,10,2744.499,8,1,0,9,123,1851.964,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0020-0012.svg,120,120,8,654.559,0,8,0,8,47,262.026,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0020-0013.svg,384,202,13,1718.153,5,8,0,13,92,1012.134,0,0.0,2,20.0,0,0,0,0,0,0,0,0,0,0.0,30
train,0020-0019.svg,204,204,12,2530.281,8,3,1,12,138,1642.064,6,410.968,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0020-0022.svg,142,142,11,965.802,6,3,0,9,59,459.662,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0.0,0
train,0020-0025.svg,386,386,18,4576.098,13,0,0,13,209,2477.605,10,115.914,0,0.0,0,5,0,5,0,0,0,0,0,0.0,0
train,0020-0028.svg,214,214,12,2139.495,5,6,0,11,86,645.152,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0020-0030.svg,94,94,7,1532.541,3,4,0,7,57,917.002,3,420.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0020-0031.svg,426,426,18,4108.598,12,2,0,14,225,2489.45,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0021-0004.svg,237,237,12,2522.506,6,1,0,7,72,1016.108,0,0.0,6,104.3,2,2,0,4,1,0,0,0,0,0.0,0
train,0021-0007.svg,335,335,16,3174.949,3,0,0,3,244,3017.466,0,0.0,0,0.0,0,0,0,0,0,0,0,13,0,0.0,0
train,0021-0008.svg,69,69,3,675.685,0,0,0,0,36,398.082,0,0.0,0,0.0,0,2,0,2,0,0,0,1,0,0.0,0
train,0021-0010.svg,105,105,3,1964.968,2,0,0,2,26,238.89,6,840.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0021-0015.svg,70,70,10,1108.084,0,3,0,3,9,292.45,11,700.896,0,0.0,1,0,0,1,0,0,6,0,0,0.0,0
train,0021-0020.svg,111,111,10,1607.578,4,3,0,7,52,853.517,4,523.033,0,0.0,0,0,0,0,0,0,3,0,0,0.0,0
train,0021-0025.svg,383,383,18,4360.693,13,0,0,13,216,2378.115,0,0.0,0,0.0,0,5,0,5,0,0,0,0,0,0.0,0
train,0021-0031.svg,414,414,18,4026.597,12,2,0,14,213,2407.45,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0022-0001.svg,180,180,9,1712.688,5,2,0,7,61,831.861,0,0.0,0,0.0,1,1,0,2,0,0,0,0,0,0.0,0
train,0022-0004.svg,908,667,22,2287.247,12,2,0,14,116,1207.249,7,350.784,0,0.0,0,0,0,0,8,0,0,0,0,0.0,33
train,0022-0005.svg,20,20,0,441.761,0,0,0,0,20,441.761,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0022-0009.svg,13,13,0,439.675,0,0,0,0,13,439.675,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0022-0010.svg,363,281,9,1462.625,6,0,0,6,70,1173.38,0,0.0,0,0.0,0,0,0,0,3,0,0,0,0,0.0,11
train,0022-0017.svg,525,525,17,1201.062,9,0,0,9,90,823.328,0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0.0,0
train,0022-0022.svg,5,5,0,328.536,0,0,0,0,0,0.0,5,328.536,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0022-0053.svg,283,283,12,3379.628,5,1,0,6,78,937.41,0,0.0,0,0.0,1,5,0,6,0,0,0,0,0,0.0,0
train,0023-0003.svg,122,122,8,1113.924,2,4,0,6,66,739.992,0,0.0,6,153.565,0,0,0,0,2,0,0,0,0,0.0,0
train,0023-0004.svg,185,185,11,2356.249,8,3,0,11,113,1377.4,7,565.3,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0023-0007.svg,127,127,7,2582.306,3,4,0,7,68,1203.057,23,1148.766,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0023-0013.svg,112,112,6,1461.157,6,0,0,6,84,1206.083,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0023-0024.svg,111,111,7,1914.494,3,4,0,7,54,686.495,22,1002.516,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0023-0031.svg,432,432,18,4361.767,12,2,0,14,217,2471.004,0,0.0,0,0.0,1,3,0,4,0,0,0,0,0,0.0,0
train,0024-0001.svg,318,318,23,1302.953,9,2,0,11,47,727.68,0,0.0,4,57.36,0,1,0,1,11,0,0,0,0,0.0,0
train,0024-0005.svg,41,41,4,1384.911,0,4,0,4,6,306.989,16,1013.931,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0024-0008.svg,217,217,10,2618.998,0,3,0,3,143,2280.395,0,0.0,0,0.0,0,2,0,2,0,0,0,5,0,0.0,0
